gameid,date,game,teamname,side,result,gamelength,ckpm,golddiffat15,xpdiffat15,csdiffat15,firstblood,firstdragon,firstherald,firstbaron,firsttower,firstmidtower,firsttothreetowers,kills,deaths,assists,wpm,wcpm,vspm,dragons,elementaldrakes,elders
LOLTMNT01_361920,2026-04-11 11:07:33,2,Dplus Kia,Red,1,2253,0.6125,656.0,900.0,17.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,17,6,42,3.3822,1.8908,10.7057,3.0,3.0,0.0
LOLTMNT01_364097,2026-04-12 08:05:05,1,BNK FEARX,Blue,1,1816,1.0573,3827.0,3681.0,38.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,22,10,62,3.7996,2.1476,11.1013,4.0,4.0,0.0
LOLTMNT01_364097,2026-04-12 08:05:05,1,DN SOOPers,Red,0,1816,1.0573,-3827.0,-3681.0,-38.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10,22,22,4.4604,1.7181,10.804,1.0,1.0,0.0
LOLTMNT01_363354,2026-04-12 08:56:52,2,BNK FEARX,Blue,1,1562,0.8835,-988.0,-189.0,-7.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,15,8,37,3.3035,1.4981,9.0653,1.0,1.0,0.0
LOLTMNT01_363354,2026-04-12 08:56:52,2,DN SOOPers,Red,0,1562,0.8835,988.0,189.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8,15,17,3.8796,1.1524,8.758,1.0,1.0,0.0
LOLTMNT01_364137,2026-04-12 10:09:24,1,KT Rolster,Blue,1,1485,0.6869,4575.0,4069.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,0,43,3.798,1.7374,11.3131,3.0,3.0,0.0
LOLTMNT01_364137,2026-04-12 10:09:24,1,HANJIN BRION,Red,0,1485,0.6869,-4575.0,-4069.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0,3.2727,1.6162,8.6465,0.0,0.0,0.0
LOLTMNT01_364149,2026-04-12 10:55:22,2,KT Rolster,Blue,1,2001,0.6597,2155.0,1985.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,18,4,41,3.988,2.2789,11.5742,4.0,4.0,0.0
LOLTMNT01_364149,2026-04-12 10:55:22,2,HANJIN BRION,Red,0,2001,0.6597,-2155.0,-1985.0,-1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4,18,6,3.8981,1.7991,10.2249,1.0,1.0,0.0
LOLTMNT01_365453,2026-04-15 08:04:27,1,BNK FEARX,Blue,0,1597,1.2023,-3504.0,-2258.0,-7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,11,21,16,3.757,1.1647,8.7915,2.0,2.0,0.0
LOLTMNT01_365453,2026-04-15 08:04:27,1,Nongshim RedForce,Red,1,1597,1.2023,3504.0,2258.0,7.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,21,11,52,3.757,1.7282,10.3319,2.0,2.0,0.0
LOLTMNT01_365467,2026-04-15 08:53:44,2,BNK FEARX,Blue,0,1794,1.2709,-3011.0,-2289.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10,28,31,3.7124,1.2375,9.0635,2.0,2.0,0.0
LOLTMNT01_365467,2026-04-15 08:53:44,2,Nongshim RedForce,Red,1,1794,1.2709,3011.0,2289.0,-5.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,28,10,88,3.6455,1.5385,9.699,2.0,2.0,0.0
LOLTMNT01_366241,2026-04-15 10:10:22,1,Dplus Kia,Blue,1,1914,0.5956,1506.0,-94.0,-5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14,5,29,4.6708,2.1003,11.442,4.0,4.0,0.0
LOLTMNT01_366241,2026-04-15 10:10:22,1,KT Rolster,Red,0,1914,0.5956,-1506.0,94.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,14,12,4.326,2.163,11.0972,0.0,0.0,0.0
LOLTMNT01_366261,2026-04-15 11:04:40,2,KT Rolster,Blue,1,2424,1.1881,226.0,-241.0,-6.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,33,15,58,4.0594,1.9307,12.005,5.0,4.0,1.0
LOLTMNT01_366261,2026-04-15 11:04:40,2,Dplus Kia,Red,0,2424,1.1881,-226.0,241.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15,33,32,4.0842,1.4851,10.3713,0.0,0.0,0.0
LOLTMNT01_366284,2026-04-15 12:08:03,3,KT Rolster,Blue,1,2728,0.6598,-3989.0,-3565.0,-56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,21,9,60,4.2009,2.1994,11.349,4.0,4.0,0.0
LOLTMNT01_366284,2026-04-15 12:08:03,3,Dplus Kia,Red,0,2728,0.6598,3989.0,3565.0,56.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,9,21,20,3.783,1.8475,10.2713,2.0,2.0,0.0
LOLTMNT01_366570,2026-04-16 08:07:45,1,HANJIN BRION,Blue,0,1751,0.8567,4040.0,1172.0,39.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,9,16,18,3.3923,1.7818,10.4512,2.0,2.0,0.0
LOLTMNT01_366570,2026-04-16 08:07:45,1,Gen.G,Red,1,1751,0.8567,-4040.0,-1172.0,-39.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16,9,42,3.7693,1.6105,9.4575,3.0,3.0,0.0
LOLTMNT01_365803,2026-04-16 09:01:02,2,Gen.G,Blue,1,1944,0.9568,2450.0,1712.0,100.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,21,10,51,3.8889,1.9753,10.5556,4.0,4.0,0.0
LOLTMNT01_365803,2026-04-16 09:01:02,2,HANJIN BRION,Red,0,1944,0.9568,-2450.0,-1712.0,-100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10,21,25,3.2099,1.1728,8.2407,1.0,1.0,0.0
LOLTMNT01_366617,2026-04-16 10:19:53,1,DN SOOPers,Blue,0,1366,1.2299,-6639.0,-5196.0,-75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,24,9,3.1625,1.0102,7.5988,1.0,1.0,0.0
LOLTMNT01_366617,2026-04-16 10:19:53,1,Hanwha Life Esports,Red,1,1366,1.2299,6639.0,5196.0,75.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,24,4,48,3.3382,1.757,9.795,2.0,2.0,0.0
LOLTMNT01_365830,2026-04-16 11:03:24,2,Hanwha Life Esports,Blue,1,1925,1.0909,190.0,-702.0,19.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,18,17,46,3.4286,1.9013,10.6286,2.0,2.0,0.0
LOLTMNT01_365830,2026-04-16 11:03:24,2,DN SOOPers,Red,0,1925,1.0909,-190.0,702.0,-19.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,17,18,40,3.8649,1.6519,9.9429,2.0,2.0,0.0
LOLTMNT01_367097,2026-04-17 08:09:20,1,BNK FEARX,Blue,1,1461,0.8624,3662.0,2627.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17,4,25,3.5318,1.4374,9.4456,4.0,4.0,0.0
LOLTMNT01_367097,2026-04-17 08:09:20,1,Kiwoom DRX,Red,0,1461,0.8624,-3662.0,-2627.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,17,12,3.3676,1.0267,7.9671,0.0,0.0,0.0
LOLTMNT01_367103,2026-04-17 08:56:00,2,BNK FEARX,Blue,1,2047,0.85,-522.0,-1169.0,-33.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20,9,58,3.8398,1.319,9.2623,2.0,2.0,0.0
LOLTMNT01_367103,2026-04-17 08:56:00,2,Kiwoom DRX,Red,0,2047,0.85,522.0,1169.0,33.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9,20,20,3.1656,1.7294,9.8486,3.0,3.0,0.0
LOLTMNT01_367128,2026-04-17 10:18:08,1,T1,Blue,0,2045,0.5575,-2841.0,-385.0,-3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,17,3,3.8142,1.7604,9.7408,0.0,0.0,0.0
LOLTMNT01_367128,2026-04-17 10:18:08,1,Dplus Kia,Red,1,2045,0.5575,2841.0,385.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17,2,36,4.1369,1.643,11.0905,4.0,4.0,0.0
LOLTMNT01_367136,2026-04-17 11:14:57,2,Dplus Kia,Blue,0,1773,0.643,-1372.0,267.0,-3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4,15,10,3.6548,1.6582,9.8477,1.0,1.0,0.0
LOLTMNT01_367136,2026-04-17 11:14:57,2,T1,Red,1,1773,0.643,1372.0,-267.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,15,4,31,3.6887,1.5567,9.4078,3.0,3.0,0.0
LOLTMNT01_366902,2026-04-17 12:07:48,3,T1,Blue,0,2161,1.2217,2672.0,97.0,-9.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,17,27,31,4.5812,2.1101,12.3276,1.0,1.0,0.0
LOLTMNT01_366902,2026-04-17 12:07:48,3,Dplus Kia,Red,1,2161,1.2217,-2672.0,-97.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,27,17,45,4.609,1.4993,10.2453,3.0,3.0,0.0
LOLTMNT01_368128,2026-04-18 08:07:24,1,Gen.G,Blue,0,1773,1.0829,-1968.0,-1642.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,24,16,3.3841,1.6244,9.78,0.0,0.0,0.0
LOLTMNT01_368128,2026-04-18 08:07:24,1,Hanwha Life Esports,Red,1,1773,1.0829,1968.0,1642.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,8,66,3.5533,1.4552,9.3401,4.0,4.0,0.0
LOLTMNT01_368133,2026-04-18 09:00:18,2,Hanwha Life Esports,Blue,1,2009,1.0752,401.0,-201.0,-30.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,23,13,67,4.1215,1.5829,10.3634,1.0,1.0,0.0
LOLTMNT01_368133,2026-04-18 09:00:18,2,Gen.G,Red,0,2009,1.0752,-401.0,201.0,30.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,13,23,38,3.4943,1.7919,10.1543,4.0,4.0,0.0
LOLTMNT01_368165,2026-04-18 10:19:42,1,DN SOOPers,Blue,0,1688,0.4621,-3376.0,-2299.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,1,3.4123,1.7773,9.455,0.0,0.0,0.0
LOLTMNT01_368165,2026-04-18 10:19:42,1,KT Rolster,Red,1,1688,0.4621,3376.0,2299.0,48.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,12,1,23,3.59,1.9905,10.6635,4.0,4.0,0.0
LOLTMNT01_367338,2026-04-18 11:10:20,2,KT Rolster,Blue,1,1647,0.8743,2530.0,1186.0,36.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,6,42,3.3515,2.2222,10.8561,4.0,4.0,0.0
LOLTMNT01_367338,2026-04-18 11:10:20,2,DN SOOPers,Red,0,1647,0.8743,-2530.0,-1186.0,-36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,18,14,3.3151,1.1293,7.6138,0.0,0.0,0.0
LOLTMNT01_368322,2026-04-19 08:06:04,1,HANJIN BRION,Blue,1,2208,0.9239,950.0,426.0,-26.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,23,11,63,4.1576,1.3859,9.7826,3.0,3.0,0.0
LOLTMNT01_368322,2026-04-19 08:06:04,1,Nongshim RedForce,Red,0,2208,0.9239,-950.0,-426.0,26.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,11,23,25,3.4783,1.7391,10.5163,3.0,3.0,0.0
LOLTMNT01_367468,2026-04-19 09:06:05,2,Nongshim RedForce,Blue,1,2008,0.7769,66.0,2069.0,50.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,14,12,33,3.6753,2.3008,11.4741,4.0,4.0,0.0
LOLTMNT01_367468,2026-04-19 09:06:05,2,HANJIN BRION,Red,0,2008,0.7769,-66.0,-2069.0,-50.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,14,23,4.3327,1.0159,8.9641,1.0,1.0,0.0
LOLTMNT01_368343,2026-04-19 10:01:26,3,HANJIN BRION,Blue,0,2187,0.8779,-158.0,-494.0,-19.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,13,19,30,4.1975,1.0425,9.6022,1.0,1.0,0.0
LOLTMNT01_368343,2026-04-19 10:01:26,3,Nongshim RedForce,Red,1,2187,0.8779,158.0,494.0,19.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,19,13,42,3.7037,1.7558,10.7545,4.0,4.0,0.0
LOLTMNT01_368366,2026-04-19 11:23:50,1,T1,Blue,1,1911,0.9105,2818.0,2105.0,42.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,20,9,41,3.9246,1.6954,10.7692,3.0,3.0,0.0
LOLTMNT01_368366,2026-04-19 11:23:50,1,Kiwoom DRX,Red,0,1911,0.9105,-2818.0,-2105.0,-42.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9,20,23,3.3909,2.0408,10.7692,2.0,2.0,0.0
LOLTMNT01_368375,2026-04-19 12:15:21,2,T1,Blue,1,2235,0.7517,1440.0,317.0,40.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,17,11,33,3.7584,1.8255,10.2282,3.0,3.0,0.0
LOLTMNT01_368375,2026-04-19 12:15:21,2,Kiwoom DRX,Red,0,2235,0.7517,-1440.0,-317.0,-40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11,17,17,3.2215,1.9866,10.5235,3.0,3.0,0.0
LOLTMNT02_384269,2026-04-22 08:04:37,1,Kiwoom DRX,Blue,0,2220,1.1081,478.0,633.0,-39.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,17,24,32,3.7297,1.5405,10.3784,3.0,3.0,0.0
LOLTMNT02_384269,2026-04-22 08:04:37,1,KT Rolster,Red,1,2220,1.1081,-478.0,-633.0,39.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,24,17,63,4.0,1.6216,10.5946,2.0,2.0,0.0
LOLTMNT02_383295,2026-04-22 09:04:09,2,Kiwoom DRX,Blue,0,1493,1.0449,-3229.0,-1494.0,-53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,20,11,3.215,1.5271,9.1628,0.0,0.0,0.0
LOLTMNT02_383295,2026-04-22 09:04:09,2,KT Rolster,Red,1,1493,1.0449,3229.0,1494.0,53.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,6,50,3.8178,1.4066,9.5244,4.0,4.0,0.0
LOLTMNT02_383315,2026-04-22 10:16:00,1,Hanwha Life Esports,Blue,1,1729,0.7287,2001.0,-1763.0,12.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16,5,41,3.2967,1.631,9.6125,3.0,3.0,0.0
LOLTMNT02_383315,2026-04-22 10:16:00,1,Nongshim RedForce,Red,0,1729,0.7287,-2001.0,1763.0,-12.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5,16,8,3.262,1.4228,9.1267,1.0,1.0,0.0
LOLTMNT02_384348,2026-04-22 11:06:38,2,Hanwha Life Esports,Blue,0,2168,1.024,67.0,-249.0,17.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,11,27,24,4.0959,1.5498,10.0185,0.0,0.0,0.0
LOLTMNT02_384348,2026-04-22 11:06:38,2,Nongshim RedForce,Red,1,2168,1.024,-67.0,249.0,-17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26,11,54,3.1827,1.9926,10.3782,5.0,4.0,1.0
LOLTMNT02_384385,2026-04-22 12:05:40,3,Nongshim RedForce,Blue,0,1849,1.1357,-229.0,-1335.0,-9.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,15,20,35,2.9854,1.2655,7.9178,1.0,1.0,0.0
LOLTMNT02_384385,2026-04-22 12:05:40,3,Hanwha Life Esports,Red,1,1849,1.1357,229.0,1335.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20,15,49,3.2774,1.4278,9.7674,3.0,3.0,0.0
LOLTMNT05_186248,2026-04-23 08:05:27,1,HANJIN BRION,Blue,0,2200,0.6273,-155.0,1456.0,21.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8,15,15,4.2,1.9909,11.1273,3.0,3.0,0.0
LOLTMNT05_186248,2026-04-23 08:05:27,1,Dplus Kia,Red,1,2200,0.6273,155.0,-1456.0,-21.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,15,8,35,4.3636,2.1545,11.5636,3.0,3.0,0.0
LOLTMNT05_186249,2026-04-23 09:03:37,2,Dplus Kia,Blue,1,1553,1.0431,7115.0,3316.0,79.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21,6,58,3.2067,1.6613,9.5428,3.0,3.0,0.0
LOLTMNT05_186249,2026-04-23 09:03:37,2,HANJIN BRION,Red,0,1553,1.0431,-7115.0,-3316.0,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,21,13,3.1294,1.0431,7.0702,1.0,1.0,0.0
LOLTMNT05_186273,2026-04-23 10:15:14,1,DN SOOPers,Blue,0,2277,0.7378,-728.0,-511.0,-8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13,15,39,4.0053,2.2925,11.8314,2.0,2.0,0.0
LOLTMNT05_186273,2026-04-23 10:15:14,1,Gen.G,Red,1,2277,0.7378,728.0,511.0,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,15,13,40,4.3478,2.2134,12.4638,3.0,3.0,0.0
LOLTMNT05_186277,2026-04-23 11:13:51,2,Gen.G,Blue,1,1536,0.8594,1725.0,-259.0,18.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,16,6,34,3.4375,1.4063,8.9453,2.0,2.0,0.0
LOLTMNT05_186277,2026-04-23 11:13:51,2,DN SOOPers,Red,0,1536,0.8594,-1725.0,259.0,-18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,6,16,10,2.8125,1.1328,7.3047,1.0,1.0,0.0
LOLTMNT05_185400,2026-04-24 08:07:08,1,BNK FEARX,Blue,0,2696,0.8012,-2798.0,-1460.0,-39.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,13,23,37,4.0727,2.1365,11.2834,3.0,3.0,0.0
LOLTMNT05_185400,2026-04-24 08:07:08,1,KT Rolster,Red,1,2696,0.8012,2798.0,1460.0,39.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,23,14,63,4.1395,1.8694,10.8605,4.0,4.0,0.0
LOLTMNT05_185401,2026-04-24 09:15:07,2,BNK FEARX,Blue,0,1892,1.2051,-6289.0,-4011.0,-55.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,12,26,24,3.9958,1.0148,7.8647,1.0,1.0,0.0
LOLTMNT05_185401,2026-04-24 09:15:07,2,KT Rolster,Red,1,1892,1.2051,6289.0,4011.0,55.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,26,12,60,3.4249,1.9979,10.148,4.0,4.0,0.0
LOLTMNT05_186436,2026-04-24 10:32:53,1,Kiwoom DRX,Blue,0,1969,0.9751,-755.0,-712.0,-27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9,23,23,3.7481,1.7369,10.3606,3.0,3.0,0.0
LOLTMNT05_186436,2026-04-24 10:32:53,1,Hanwha Life Esports,Red,1,1969,0.9751,755.0,712.0,27.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23,9,48,4.1138,1.9502,11.2748,1.0,1.0,0.0
LOLTMNT05_185414,2026-04-24 11:29:42,2,Hanwha Life Esports,Blue,1,1580,0.8734,851.0,951.0,85.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,14,9,36,3.4557,1.557,9.2658,0.0,0.0,0.0
LOLTMNT05_185414,2026-04-24 11:29:42,2,Kiwoom DRX,Red,0,1580,0.8734,-851.0,-951.0,-85.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,14,15,3.3797,1.1772,8.8861,1.0,1.0,0.0
LOLTMNT02_388457,2026-04-25 08:07:29,1,HANJIN BRION,Blue,0,2887,0.9352,44.0,910.0,19.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,25,20,30,4.0734,2.1198,11.7839,4.0,4.0,0.0
LOLTMNT02_388457,2026-04-25 08:07:29,1,T1,Red,1,2887,0.9352,-44.0,-910.0,-19.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,20,25,36,4.5514,1.912,12.2826,4.0,2.0,2.0
LOLTMNT02_388485,2026-04-25 09:20:29,2,T1,Blue,1,2632,0.8435,1577.0,-905.0,22.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,17,59,4.1717,2.2568,12.196,3.0,3.0,0.0
LOLTMNT02_388485,2026-04-25 09:20:29,2,HANJIN BRION,Red,0,2632,0.8435,-1577.0,905.0,-22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,20,30,3.9438,1.7325,9.9164,3.0,3.0,0.0
LOLTMNT05_185498,2026-04-25 10:52:42,1,Dplus Kia,Blue,1,1672,0.7536,3828.0,2078.0,-2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,15,6,33,3.9474,1.9378,11.0167,1.0,1.0,0.0
LOLTMNT05_185498,2026-04-25 10:52:42,1,DN SOOPers,Red,0,1672,0.7536,-3828.0,-2078.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,15,16,3.9474,1.7584,9.7967,3.0,3.0,0.0
LOLTMNT05_185506,2026-04-25 11:43:02,2,Dplus Kia,Blue,1,2024,0.8004,-211.0,121.0,13.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,17,10,41,3.498,1.8379,10.4644,3.0,3.0,0.0
LOLTMNT05_185506,2026-04-25 11:43:02,2,DN SOOPers,Red,0,2024,0.8004,211.0,-121.0,-13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10,17,15,3.7055,1.5119,9.2787,2.0,2.0,0.0
LOLTMNT02_390173,2026-04-26 08:06:17,1,BNK FEARX,Blue,0,1422,1.1814,-5555.0,-3951.0,-62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,20,11,3.3755,1.0549,7.5527,0.0,0.0,0.0
LOLTMNT02_390173,2026-04-26 08:06:17,1,T1,Red,1,1422,1.1814,5555.0,3951.0,62.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,8,30,3.4599,1.4346,8.8186,3.0,3.0,0.0
LOLTMNT02_390189,2026-04-26 08:50:58,2,BNK FEARX,Blue,0,2247,1.3885,1291.0,3658.0,-19.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,27,25,59,4.0053,1.3885,9.9599,3.0,3.0,0.0
LOLTMNT02_390189,2026-04-26 08:50:58,2,T1,Red,1,2247,1.3885,-1291.0,-3658.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25,27,54,4.1656,1.4953,10.3872,3.0,3.0,0.0
LOLTMNT05_185559,2026-04-26 10:15:14,1,Nongshim RedForce,Blue,0,1868,1.0278,-908.0,-330.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7,25,7,2.955,1.4775,8.3512,1.0,1.0,0.0
LOLTMNT05_185559,2026-04-26 10:15:14,1,Gen.G,Red,1,1868,1.0278,908.0,330.0,-11.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,25,7,75,3.6938,1.5096,9.7002,3.0,3.0,0.0
LOLTMNT05_185563,2026-04-26 11:09:55,2,Nongshim RedForce,Blue,0,1573,0.8392,-3841.0,-1330.0,-53.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,17,12,2.7463,1.2206,7.0184,0.0,0.0,0.0
LOLTMNT05_185563,2026-04-26 11:09:55,2,Gen.G,Red,1,1573,0.8392,3841.0,1330.0,53.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,17,5,37,3.8907,1.6402,10.2606,4.0,4.0,0.0
LOLTMNT05_185757,2026-04-29 08:05:12,1,Nongshim RedForce,Blue,0,1789,1.0397,-2612.0,-1731.0,-25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7,24,15,2.9178,1.5092,8.6864,0.0,0.0,0.0
LOLTMNT05_185757,2026-04-29 08:05:12,1,T1,Red,1,1789,1.0397,2612.0,1731.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,24,7,49,4.0917,1.308,9.0553,4.0,4.0,0.0
LOLTMNT05_185758,2026-04-29 08:56:14,2,T1,Blue,1,1788,1.2081,2044.0,-211.0,-2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,24,12,73,3.7584,1.2416,8.6913,2.0,2.0,0.0
LOLTMNT05_185758,2026-04-29 08:56:14,2,Nongshim RedForce,Red,0,1788,1.2081,-2044.0,211.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12,24,19,3.0201,1.4765,9.3624,3.0,3.0,0.0
LOLTMNT05_185774,2026-04-29 10:15:19,1,KT Rolster,Blue,0,1750,1.2,-626.0,-2259.0,-4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,23,24,3.7029,1.5086,9.12,0.0,0.0,0.0
LOLTMNT05_185774,2026-04-29 10:15:19,1,Hanwha Life Esports,Red,1,1750,1.2,626.0,2259.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,23,12,62,3.1543,1.92,11.0057,4.0,4.0,0.0
LOLTMNT05_185776,2026-04-29 11:07:22,2,Hanwha Life Esports,Blue,1,1878,0.8946,3026.0,594.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,20,8,50,3.6422,1.7252,9.8083,3.0,3.0,0.0
LOLTMNT05_185776,2026-04-29 11:07:22,2,KT Rolster,Red,0,1878,0.8946,-3026.0,-594.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,20,21,3.5783,1.7252,10.1597,1.0,1.0,0.0
LOLTMNT02_394110,2026-04-30 08:06:44,1,Gen.G,Blue,1,1573,0.9536,3843.0,1551.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,20,5,37,3.1659,1.9835,10.2606,4.0,4.0,0.0
LOLTMNT02_394110,2026-04-30 08:06:44,1,Kiwoom DRX,Red,0,1573,0.9536,-3843.0,-1551.0,-30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,20,9,3.0515,1.1825,7.9339,0.0,0.0,0.0
LOLTMNT02_395085,2026-04-30 08:55:13,2,Kiwoom DRX,Blue,1,1840,1.4022,3887.0,4718.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,27,16,57,3.8152,1.3043,10.0435,3.0,3.0,0.0
LOLTMNT02_395085,2026-04-30 08:55:13,2,Gen.G,Red,0,1840,1.4022,-3887.0,-4718.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,16,27,36,3.4891,1.6304,9.7826,1.0,1.0,0.0
LOLTMNT02_395093,2026-04-30 09:47:45,3,Kiwoom DRX,Blue,0,2272,0.6338,-794.0,-758.0,-47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11,13,38,3.3275,1.4525,9.243,3.0,3.0,0.0
LOLTMNT02_395093,2026-04-30 09:47:45,3,Gen.G,Red,1,2272,0.6338,794.0,758.0,47.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,13,11,40,3.5387,2.007,11.3292,3.0,3.0,0.0
LOLTMNT02_394154,2026-04-30 11:13:48,1,BNK FEARX,Blue,0,1924,0.8732,-463.0,476.0,13.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10,18,23,3.4927,1.7464,9.2931,2.0,2.0,0.0
